value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
a pinch of red chilli powder,1,1,1.827e-05,1.0,a pinch of red chilli powder
green cardamom pods lightly,1,1,1.827e-05,1.0,green cardamom pods lightly
ghee or lite olive oil,1,1,1.827e-05,1.0,ghee or lite olive oil
inch piece of cassia bark or cinnamon stick,1,1,1.827e-05,1.0,inch piece of cassia bark or cinnamon stick
ground cashews,1,1,1.827e-05,1.0,ground cashews
plus 2 teaspoons fat free chocolate flavored sundae syrup,1,1,1.827e-05,1.0,plus 2 teaspoons fat free chocolate flavored sundae syrup
fat free vanilla ice cream,1,1,1.827e-05,1.0,fat free vanilla ice cream
sprinkle granulated sugar,1,1,1.827e-05,1.0,sprinkle granulated sugar
plus 2 tablespoons warm water plus up to 14 cup extra if needed,1,1,1.827e-05,1.0,plus 2 tablespoons warm water plus up to 14 cup extra if needed
eggs 6 egg yolks,1,1,1.827e-05,1.0,eggs 6 egg yolks
plain full fat yoghurt,1,1,1.827e-05,1.0,plain full fat yoghurt
green gianttm antioxidant blend broccoli,1,1,1.827e-05,1.0,green gianttm antioxidant blend broccoli
muir glentm organic fire roasted tomatoes,1,1,1.827e-05,1.0,muir glentm organic fire roasted tomatoes
es coarse salt and freshly ground pepper,1,1,1.827e-05,1.0,es coarse salt and freshly ground pepper
progressotm artichoke hearts,1,1,1.827e-05,1.0,progressotm artichoke hearts
freshly ground white pepper or black pepper,1,1,1.827e-05,1.0,freshly ground white pepper or black pepper
eggless chinese wheat noodles,1,1,1.827e-05,1.0,eggless chinese wheat noodles
inch cubes chinese yellow rock sugar or 2 1 2 tablespoons sugar,1,1,1.827e-05,1.0,inch cubes chinese yellow rock sugar or 2 1 2 tablespoons sugar
white miso paste,1,1,1.827e-05,1.0,white miso paste
chickpea alfredo sauce,1,1,1.827e-05,1.0,chickpea alfredo sauce
dry chickpeas,1,1,1.827e-05,1.0,dry chickpeas
thinly turkey,1,1,1.827e-05,1.0,thinly turkey
orange or lemon peel,1,1,1.827e-05,1.0,orange or lemon peel
container or jarred cherries,1,1,1.827e-05,1.0,container or jarred cherries
dill caper cream,1,1,1.827e-05,1.0,dill caper cream
brioche rolls,1,1,1.827e-05,1.0,brioche rolls
bone in prime rib roast,1,1,1.827e-05,1.0,bone in prime rib roast
pancetta or slab bacon,1,1,1.827e-05,1.0,pancetta or slab bacon
thinly 33 less sodium smoked deli ham,1,1,1.827e-05,1.0,thinly 33 less sodium smoked deli ham
chili pepper serrano,1,1,1.827e-05,1.0,chili pepper serrano
jarred pizza sauce,1,1,1.827e-05,1.0,jarred pizza sauce
c pitted dates,1,1,1.827e-05,1.0,c pitted dates
sweet hot date onion chutney,1,1,1.827e-05,1.0,sweet hot date onion chutney
servings or refrigerated breaded chicken breasts,1,1,1.827e-05,1.0,servings or refrigerated breaded chicken breasts
fillets red snapper,1,1,1.827e-05,1.0,fillets red snapper
dutch cocoa,1,1,1.827e-05,1.0,dutch cocoa
quarts fat skimmed chicken broth,1,1,1.827e-05,1.0,quarts fat skimmed chicken broth
raw turkey italian sausages,1,1,1.827e-05,1.0,raw turkey italian sausages
banana or hubbard squash,1,1,1.827e-05,1.0,banana or hubbard squash
conimex boemboe rendang vlees,1,1,1.827e-05,1.0,conimex boemboe rendang vlees
conimex geraspte kokos,1,1,1.827e-05,1.0,conimex geraspte kokos
ounce jars roasted whole chestnuts,1,1,1.827e-05,1.0,ounce jars roasted whole chestnuts
curry dressing,1,1,1.827e-05,1.0,curry dressing
and turkey,1,1,1.827e-05,1.0,and turkey
commercial harissa,1,1,1.827e-05,1.0,commercial harissa
plain coconut milk or other non dairy milk,1,1,1.827e-05,1.0,plain coconut milk or other non dairy milk
avocado and or cilantro for topping,1,1,1.827e-05,1.0,avocado and or cilantro for topping
sweet and spicy dressing,1,1,1.827e-05,1.0,sweet and spicy dressing
crunchy pecan slaw,1,1,1.827e-05,1.0,crunchy pecan slaw
tomatoes with chiles,1,1,1.827e-05,1.0,tomatoes with chiles
risotto style rice,1,1,1.827e-05,1.0,risotto style rice
zest and 1 teaspoon juice from 1 lemon,1,1,1.827e-05,1.0,zest and 1 teaspoon juice from 1 lemon
e v olive oil,1,1,1.827e-05,1.0,e v olive oil
sage and,1,1,1.827e-05,1.0,sage and
polenta or grits,1,1,1.827e-05,1.0,polenta or grits
canned artichokes,1,1,1.827e-05,1.0,canned artichokes
35 ounces tomato or pasta sauce,1,1,1.827e-05,1.0,35 ounces tomato or pasta sauce
ground mild or hot italian sausage,1,1,1.827e-05,1.0,ground mild or hot italian sausage
instant oats or bread crumbs,1,1,1.827e-05,1.0,instant oats or bread crumbs
5 cups water,1,1,1.827e-05,1.0,5 cups water
stems basil,1,1,1.827e-05,1.0,stems basil
microwave popcorn,1,1,1.827e-05,1.0,microwave popcorn
honey or,1,1,1.827e-05,1.0,honey or
garnishes toasted almonds,1,1,1.827e-05,1.0,garnishes toasted almonds
fire roasted green chilies,1,1,1.827e-05,1.0,fire roasted green chilies
onion or 1 2 large onion,1,1,1.827e-05,1.0,onion or 1 2 large onion
chilled water or club soda,1,1,1.827e-05,1.0,chilled water or club soda
inch tortillas or flatbreads,1,1,1.827e-05,1.0,inch tortillas or flatbreads
carrot paste,1,1,1.827e-05,1.0,carrot paste
block cream coconut,1,1,1.827e-05,1.0,block cream coconut
onion seeds,1,1,1.827e-05,1.0,onion seeds
chicken breasts cut as pictured,1,1,1.827e-05,1.0,chicken breasts cut as pictured
mario s basic tomato sauce mario batali s basic tomato sauce,1,1,1.827e-05,1.0,mario s basic tomato sauce mario batali s basic tomato sauce
plus 2 tablespoons plus 1 2 teaspoon all purpose flour,1,1,1.827e-05,1.0,plus 2 tablespoons plus 1 2 teaspoon all purpose flour
shaved almonds,1,1,1.827e-05,1.0,shaved almonds
seasoned chicken cubes,1,1,1.827e-05,1.0,seasoned chicken cubes
fruity tasting extra virgin olive oil,1,1,1.827e-05,1.0,fruity tasting extra virgin olive oil
horseradish i used bubbies,1,1,1.827e-05,1.0,horseradish i used bubbies
apple cider or rice vinegar,1,1,1.827e-05,1.0,apple cider or rice vinegar
smallish red onion,1,1,1.827e-05,1.0,smallish red onion
slab bacon with rind removed,1,1,1.827e-05,1.0,slab bacon with rind removed
single pie crust,1,1,1.827e-05,1.0,single pie crust
container 2 greek style plain yogurt,1,1,1.827e-05,1.0,container 2 greek style plain yogurt
red pepper flakes or chiles,1,1,1.827e-05,1.0,red pepper flakes or chiles
red wine or 2 tablespoons balsamic vinegar,1,1,1.827e-05,1.0,red wine or 2 tablespoons balsamic vinegar
thumb sized piece ginger,1,1,1.827e-05,1.0,thumb sized piece ginger
roasted cashew nuts,1,1,1.827e-05,1.0,roasted cashew nuts
handfuls peas,1,1,1.827e-05,1.0,handfuls peas
handful cashew nuts,1,1,1.827e-05,1.0,handful cashew nuts
poppadoms and naan bread,1,1,1.827e-05,1.0,poppadoms and naan bread
bouquet garni of bay leaf parsley thyme tarragon,1,1,1.827e-05,1.0,bouquet garni of bay leaf parsley thyme tarragon
high quality saffron,1,1,1.827e-05,1.0,high quality saffron
smoked local bluefish picked skinned and blood line removed,1,1,1.827e-05,1.0,smoked local bluefish picked skinned and blood line removed
ounce cans of red chile enchilada sauce,1,1,1.827e-05,1.0,ounce cans of red chile enchilada sauce
thinly iceberg lettuce seasoned with salt and vinegar,1,1,1.827e-05,1.0,thinly iceberg lettuce seasoned with salt and vinegar
corn starch mixed in with 3 tbsp of water to form a slurry,1,1,1.827e-05,1.0,corn starch mixed in with 3 tbsp of water to form a slurry
avocados or guacamole,1,1,1.827e-05,1.0,avocados or guacamole
l2 lbs top sirloin steak,1,1,1.827e-05,1.0,l2 lbs top sirloin steak
paper thin slices red onion,1,1,1.827e-05,1.0,paper thin slices red onion
cherry balsamic vinegar or regular balsamic vinegar,1,1,1.827e-05,1.0,cherry balsamic vinegar or regular balsamic vinegar
raw beets,1,1,1.827e-05,1.0,raw beets
very thinly red cabbage,1,1,1.827e-05,1.0,very thinly red cabbage
methi fenugreek seeds,1,1,1.827e-05,1.0,methi fenugreek seeds
a very tiny pinch of sarso mustard seeds,1,1,1.827e-05,1.0,a very tiny pinch of sarso mustard seeds
haldi tumeric,1,1,1.827e-05,1.0,haldi tumeric
brand mackerel with tomato sauce,1,1,1.827e-05,1.0,brand mackerel with tomato sauce
a ver tiny pinch of jerra cumin seeds,1,1,1.827e-05,1.0,a ver tiny pinch of jerra cumin seeds
birne,1,1,1.827e-05,1.0,birne
dinosaur shaped chicken nuggets,1,1,1.827e-05,1.0,dinosaur shaped chicken nuggets
club soda or seltzer water,1,1,1.827e-05,1.0,club soda or seltzer water
roasted garlic extra virgin olive oil,1,1,1.827e-05,1.0,roasted garlic extra virgin olive oil
fleisch,1,1,1.827e-05,1.0,fleisch
flasche rotwein,1,1,1.827e-05,1.0,flasche rotwein
karkasse von den tauben,1,1,1.827e-05,1.0,karkasse von den tauben
el portwein,1,1,1.827e-05,1.0,el portwein
fur die farce,1,1,1.827e-05,1.0,fur die farce
el gemusefond,1,1,1.827e-05,1.0,el gemusefond
el butter zum anbraten,1,1,1.827e-05,1.0,el butter zum anbraten
geflugelfond,1,1,1.827e-05,1.0,geflugelfond
glas portwein,1,1,1.827e-05,1.0,glas portwein
schuss balsamico,1,1,1.827e-05,1.0,schuss balsamico
blatter wirsing,1,1,1.827e-05,1.0,blatter wirsing
schweinenetz,1,1,1.827e-05,1.0,schweinenetz
foie gras von ente oder gans,1,1,1.827e-05,1.0,foie gras von ente oder gans
truffel,1,1,1.827e-05,1.0,truffel
taube,1,1,1.827e-05,1.0,taube
pike,1,1,1.827e-05,1.0,pike
peas in pods,1,1,1.827e-05,1.0,peas in pods
lb lump crabmeat,1,1,1.827e-05,1.0,lb lump crabmeat
powdered milk or soymilk powder,1,1,1.827e-05,1.0,powdered milk or soymilk powder
edible cocoa butter,1,1,1.827e-05,1.0,edible cocoa butter
leek tops,1,1,1.827e-05,1.0,leek tops
thick bone in pork chops,1,1,1.827e-05,1.0,thick bone in pork chops
thinly shallot rings,1,1,1.827e-05,1.0,thinly shallot rings
whole strawberries with green caps,1,1,1.827e-05,1.0,whole strawberries with green caps
rhodes bread,1,1,1.827e-05,1.0,rhodes bread
jalapeno peppers stems removed and,1,1,1.827e-05,1.0,jalapeno peppers stems removed and
tomatillos cut in 1 8ths,1,1,1.827e-05,1.0,tomatillos cut in 1 8ths
serrano peppers stems removed and,1,1,1.827e-05,1.0,serrano peppers stems removed and
chives or scallion greens,1,1,1.827e-05,1.0,chives or scallion greens
nach belieben zitronenscheiben,1,1,1.827e-05,1.0,nach belieben zitronenscheiben
dose dicke weie bohnenkerne,1,1,1.827e-05,1.0,dose dicke weie bohnenkerne
raw walnut halves,1,1,1.827e-05,1.0,raw walnut halves
batch arugula pesto,1,1,1.827e-05,1.0,batch arugula pesto
cajun seasoning blend,1,1,1.827e-05,1.0,cajun seasoning blend
pounds large idaho russet potatoes,1,1,1.827e-05,1.0,pounds large idaho russet potatoes
thinly brown onion,1,1,1.827e-05,1.0,thinly brown onion
chocolate covered cookie sticks,1,1,1.827e-05,1.0,chocolate covered cookie sticks
green and orange icing,1,1,1.827e-05,1.0,green and orange icing
red fruit roll ups,1,1,1.827e-05,1.0,red fruit roll ups
yellow fruit slice candies or spice drops,1,1,1.827e-05,1.0,yellow fruit slice candies or spice drops
chocolate cookies,1,1,1.827e-05,1.0,chocolate cookies
chocolate kisses,1,1,1.827e-05,1.0,chocolate kisses
agave syrup or honey or sugar,1,1,1.827e-05,1.0,agave syrup or honey or sugar
easy red enchilada sauce,1,1,1.827e-05,1.0,easy red enchilada sauce
sized zucchinis,1,1,1.827e-05,1.0,sized zucchinis
mexican cabbage slaw,1,1,1.827e-05,1.0,mexican cabbage slaw
garlicky lemon crema,1,1,1.827e-05,1.0,garlicky lemon crema
cup,1,1,1.827e-05,1.0,cup
racks of pork,1,1,1.827e-05,1.0,racks of pork
jalapeno chile including seeds,1,1,1.827e-05,1.0,jalapeno chile including seeds
x1 tablespoon of sesame oil,1,1,1.827e-05,1.0,x1 tablespoon of sesame oil
chilli or chilli powder,1,1,1.827e-05,1.0,chilli or chilli powder
luftgetrockneter franzosischer schinken in scheiben,1,1,1.827e-05,1.0,luftgetrockneter franzosischer schinken in scheiben
zitronenzesten,1,1,1.827e-05,1.0,zitronenzesten
dicke scheibe weibrot,1,1,1.827e-05,1.0,dicke scheibe weibrot
luftgetrocknete,1,1,1.827e-05,1.0,luftgetrocknete
tl getrocknete krauter der provence,1,1,1.827e-05,1.0,tl getrocknete krauter der provence
ca 250 ml milch zum einweichen,1,1,1.827e-05,1.0,ca 250 ml milch zum einweichen
ziegenkasetaler,1,1,1.827e-05,1.0,ziegenkasetaler
3 5 el olivenol,1,1,1.827e-05,1.0,3 5 el olivenol
tl mittelscharfer senf,1,1,1.827e-05,1.0,tl mittelscharfer senf
boston or greenleaf lettuce,1,1,1.827e-05,1.0,boston or greenleaf lettuce
torn basil leaves and parmigiano reggiano to finish,1,1,1.827e-05,1.0,torn basil leaves and parmigiano reggiano to finish
kosher salt and freshly gound black pepper,1,1,1.827e-05,1.0,kosher salt and freshly gound black pepper
anna cut ziti,1,1,1.827e-05,1.0,anna cut ziti
bellino whole garlic clove,1,1,1.827e-05,1.0,bellino whole garlic clove
container refrigerated alfredo pasta sauce,1,1,1.827e-05,1.0,container refrigerated alfredo pasta sauce
snipped sage,1,1,1.827e-05,1.0,snipped sage
snipped flat leaf parsley,1,1,1.827e-05,1.0,snipped flat leaf parsley
ounce package smoked sausage,1,1,1.827e-05,1.0,ounce package smoked sausage
rozen broccoli,1,1,1.827e-05,1.0,rozen broccoli
extra virgin olive oil extra for greasing the pan and bowl,1,1,1.827e-05,1.0,extra virgin olive oil extra for greasing the pan and bowl
or about 4 5 roma tomatoes,1,1,1.827e-05,1.0,or about 4 5 roma tomatoes
more tortillas on the side,1,1,1.827e-05,1.0,more tortillas on the side
ancho or chipotle chili powder,1,1,1.827e-05,1.0,ancho or chipotle chili powder
crispy tortilla strips,1,1,1.827e-05,1.0,crispy tortilla strips
fully sweet italian sausage,1,1,1.827e-05,1.0,fully sweet italian sausage
low sodium veggie broth,1,1,1.827e-05,1.0,low sodium veggie broth
generous pinches of salt,1,1,1.827e-05,1.0,generous pinches of salt
juice of 1 2 limes some zest,1,1,1.827e-05,1.0,juice of 1 2 limes some zest
the juice and zest of 1 lemon,1,1,1.827e-05,1.0,the juice and zest of 1 lemon
t easy guacamole,1,1,1.827e-05,1.0,t easy guacamole
olive oil or non stick spray for misting or brushing pan,1,1,1.827e-05,1.0,olive oil or non stick spray for misting or brushing pan
salt or vege sal,1,1,1.827e-05,1.0,salt or vege sal
green tabasco sauce,1,1,1.827e-05,1.0,green tabasco sauce
roasted sesame seed oil,1,1,1.827e-05,1.0,roasted sesame seed oil
scallion bottoms,1,1,1.827e-05,1.0,scallion bottoms
red chinese or arbol chilies,1,1,1.827e-05,1.0,red chinese or arbol chilies
chinese rice vinegar or distilled white vinegar,1,1,1.827e-05,1.0,chinese rice vinegar or distilled white vinegar
proof vodka,1,1,1.827e-05,1.0,proof vodka
lentil salad,1,1,1.827e-05,1.0,lentil salad
all purpose flour or 00 flour,1,1,1.827e-05,1.0,all purpose flour or 00 flour
about 8 ounces chestnuts,1,1,1.827e-05,1.0,about 8 ounces chestnuts
ground round or round,1,1,1.827e-05,1.0,ground round or round
cream gravy,1,1,1.827e-05,1.0,cream gravy
garnishes cherry tomato wedges,1,1,1.827e-05,1.0,garnishes cherry tomato wedges
lengthwise and,1,1,1.827e-05,1.0,lengthwise and
white or yellow corn kernels,1,1,1.827e-05,1.0,white or yellow corn kernels
clarified butter or peanut oil,1,1,1.827e-05,1.0,clarified butter or peanut oil
bottles club soda or plain seltzer,1,1,1.827e-05,1.0,bottles club soda or plain seltzer
firm but ripe unpeeled nectarines,1,1,1.827e-05,1.0,firm but ripe unpeeled nectarines
evtl 2 el kapern,1,1,1.827e-05,1.0,evtl 2 el kapern
je 1 rote und gelbe paprika,1,1,1.827e-05,1.0,je 1 rote und gelbe paprika
weibrot vom vortag,1,1,1.827e-05,1.0,weibrot vom vortag
marinara or spaghetti sauce of your choice,1,1,1.827e-05,1.0,marinara or spaghetti sauce of your choice
jar roasted red peppers and,1,1,1.827e-05,1.0,jar roasted red peppers and
multicolored tortilla chips,1,1,1.827e-05,1.0,multicolored tortilla chips
fine cornmeal or masa harina,1,1,1.827e-05,1.0,fine cornmeal or masa harina
bund minze,1,1,1.827e-05,1.0,bund minze
scheibe n lachs,1,1,1.827e-05,1.0,scheibe n lachs
kleine artischocke,1,1,1.827e-05,1.0,kleine artischocke
gms mutton keema mutton mince,1,1,1.827e-05,1.0,gms mutton keema mutton mince
ounce cans low sodium chicken broth,1,1,1.827e-05,1.0,ounce cans low sodium chicken broth
plus 1 4 teaspoon kosher salt,1,1,1.827e-05,1.0,plus 1 4 teaspoon kosher salt
whole carrot,1,1,1.827e-05,1.0,whole carrot
stew or chuck meat,1,1,1.827e-05,1.0,stew or chuck meat
johnsonville hot and spicy breakfast links,1,1,1.827e-05,1.0,johnsonville hot and spicy breakfast links
cherry compote,1,1,1.827e-05,1.0,cherry compote
tsps mexican oregano,1,1,1.827e-05,1.0,tsps mexican oregano
el trockener sherry,1,1,1.827e-05,1.0,el trockener sherry
lange spiralnudeln,1,1,1.827e-05,1.0,lange spiralnudeln
paksoi,1,1,1.827e-05,1.0,paksoi
mascarpone kase,1,1,1.827e-05,1.0,mascarpone kase
fur die fullung und zum verzieren,1,1,1.827e-05,1.0,fur die fullung und zum verzieren
fur den biskuit,1,1,1.827e-05,1.0,fur den biskuit
kakao,1,1,1.827e-05,1.0,kakao
dose mandarin orangen,1,1,1.827e-05,1.0,dose mandarin orangen
tiramisu truffel,1,1,1.827e-05,1.0,tiramisu truffel
tl loslicher kaffee espresso geschmack,1,1,1.827e-05,1.0,tl loslicher kaffee espresso geschmack
wermut,1,1,1.827e-05,1.0,wermut
white lentils 2 tsp,1,1,1.827e-05,1.0,white lentils 2 tsp
fenugreek seeds 1 4 tsp,1,1,1.827e-05,1.0,fenugreek seeds 1 4 tsp
gm of chicken,1,1,1.827e-05,1.0,gm of chicken
pocket bread,1,1,1.827e-05,1.0,pocket bread
tsps fine sea salt,1,1,1.827e-05,1.0,tsps fine sea salt
some lettuce leaves,1,1,1.827e-05,1.0,some lettuce leaves
toasted burger buns,1,1,1.827e-05,1.0,toasted burger buns
a pinch of ground cinnamon,1,1,1.827e-05,1.0,a pinch of ground cinnamon
non stick cooking spray for the pan,1,1,1.827e-05,1.0,non stick cooking spray for the pan
bacon cut into 1 2 inch pieces,1,1,1.827e-05,1.0,bacon cut into 1 2 inch pieces
ground dark meat,1,1,1.827e-05,1.0,ground dark meat
onion 2 large,1,1,1.827e-05,1.0,onion 2 large
black chickpeas kala chana 1 cup,1,1,1.827e-05,1.0,black chickpeas kala chana 1 cup
tomato 2 large 1 small,1,1,1.827e-05,1.0,tomato 2 large 1 small
ginger garlic paste 1tsp,1,1,1.827e-05,1.0,ginger garlic paste 1tsp
tarragon or oregano leaves,1,1,1.827e-05,1.0,tarragon or oregano leaves
dry white wine or 1 more tablespoon red wine vinegar,1,1,1.827e-05,1.0,dry white wine or 1 more tablespoon red wine vinegar
mild italian sausages,1,1,1.827e-05,1.0,mild italian sausages
assorted toppings for coating bananas,1,1,1.827e-05,1.0,assorted toppings for coating bananas
test kitchen piecrust formed into a 1 2 inch thick rectangle instead of 2 disks,1,1,1.827e-05,1.0,test kitchen piecrust formed into a 1 2 inch thick rectangle instead of 2 disks
multi grain toasted chips,1,1,1.827e-05,1.0,multi grain toasted chips
herb toasts,1,1,1.827e-05,1.0,herb toasts
course sea salt,1,1,1.827e-05,1.0,course sea salt
organic beef broth,1,1,1.827e-05,1.0,organic beef broth
basil pesto to pass around and offer to guests to mix into their pasta,1,1,1.827e-05,1.0,basil pesto to pass around and offer to guests to mix into their pasta
seasoned and breadcrumbs,1,1,1.827e-05,1.0,seasoned and breadcrumbs
basil leaves and shaved parmesan to garnish,1,1,1.827e-05,1.0,basil leaves and shaved parmesan to garnish
salt for the pasta,1,1,1.827e-05,1.0,salt for the pasta
thin spaghettini,1,1,1.827e-05,1.0,thin spaghettini
unpeeled granny smith apples,1,1,1.827e-05,1.0,unpeeled granny smith apples
unpeeled gala apples,1,1,1.827e-05,1.0,unpeeled gala apples
sun gold tomatoes,1,1,1.827e-05,1.0,sun gold tomatoes
sized chicken breasts,1,1,1.827e-05,1.0,sized chicken breasts
sized pasta,1,1,1.827e-05,1.0,sized pasta
bottled,1,1,1.827e-05,1.0,bottled
mission 96 fat free heart healthy soft taco tortillas,1,1,1.827e-05,1.0,mission 96 fat free heart healthy soft taco tortillas
sized button mushrooms,1,1,1.827e-05,1.0,sized button mushrooms
big sized onion,1,1,1.827e-05,1.0,big sized onion
vivatta whole wheat flour,1,1,1.827e-05,1.0,vivatta whole wheat flour
clarified butter desi ghee for applying on the parathas,1,1,1.827e-05,1.0,clarified butter desi ghee for applying on the parathas
cherries or another fruit,1,1,1.827e-05,1.0,cherries or another fruit
unsweetened or flaked coconut,1,1,1.827e-05,1.0,unsweetened or flaked coconut
jar tomatillo sauce,1,1,1.827e-05,1.0,jar tomatillo sauce
tortilla rounds,1,1,1.827e-05,1.0,tortilla rounds
can great northern beans,1,1,1.827e-05,1.0,can great northern beans
juice of 1 small lime,1,1,1.827e-05,1.0,juice of 1 small lime
sweet or white onions,1,1,1.827e-05,1.0,sweet or white onions
coconut oil or canola oil for greasing pan,1,1,1.827e-05,1.0,coconut oil or canola oil for greasing pan
dozen hard eggs,1,1,1.827e-05,1.0,dozen hard eggs
firm but ripe seckel pears,1,1,1.827e-05,1.0,firm but ripe seckel pears
spring onions or chinese chives,1,1,1.827e-05,1.0,spring onions or chinese chives
freshly boiled water,1,1,1.827e-05,1.0,freshly boiled water
chinese chilli oil,1,1,1.827e-05,1.0,chinese chilli oil
sambhar powder or use 1 5 tsp coriander powder 14 to 12 tsp cayenne,1,1,1.827e-05,1.0,sambhar powder or use 1 5 tsp coriander powder 14 to 12 tsp cayenne
red chili or use red chili flakes,1,1,1.827e-05,1.0,red chili or use red chili flakes
vegetables like green beans,1,1,1.827e-05,1.0,vegetables like green beans
split pigeon pea or split yellow pea,1,1,1.827e-05,1.0,split pigeon pea or split yellow pea
raw peanuts or use sunflower seeds to make nut free,1,1,1.827e-05,1.0,raw peanuts or use sunflower seeds to make nut free
chana dal or yellow split pea,1,1,1.827e-05,1.0,chana dal or yellow split pea
black pepper or 4 black pepper corns,1,1,1.827e-05,1.0,black pepper or 4 black pepper corns
tomato and pomegranate sauce,1,1,1.827e-05,1.0,tomato and pomegranate sauce
kleine zwiebel fein gehackt,1,1,1.827e-05,1.0,kleine zwiebel fein gehackt
el oregano fein gehackt oder 14 tl getrockneter oregano,1,1,1.827e-05,1.0,el oregano fein gehackt oder 14 tl getrockneter oregano
kleine chilischote rot,1,1,1.827e-05,1.0,kleine chilischote rot
oliven schwarze,1,1,1.827e-05,1.0,oliven schwarze
zehe n knoblauch in dunne scheiben geschnitten,1,1,1.827e-05,1.0,zehe n knoblauch in dunne scheiben geschnitten
getrockneter oregano,1,1,1.827e-05,1.0,getrockneter oregano
zimt,1,1,1.827e-05,1.0,zimt
tbs flat leaf italian parsley,1,1,1.827e-05,1.0,tbs flat leaf italian parsley
littleneck clams or baby clams scrubbed clean,1,1,1.827e-05,1.0,littleneck clams or baby clams scrubbed clean
celery stalks cut into chunks,1,1,1.827e-05,1.0,celery stalks cut into chunks
c grape or cherry tomatoes quartered,1,1,1.827e-05,1.0,c grape or cherry tomatoes quartered
the shell from the crab leg,1,1,1.827e-05,1.0,the shell from the crab leg
qt purified water,1,1,1.827e-05,1.0,qt purified water
mussels cleaned and bears removed,1,1,1.827e-05,1.0,mussels cleaned and bears removed
c acquerello carnaroli rice,1,1,1.827e-05,1.0,c acquerello carnaroli rice
meat from 1 crab leg and reserve the shell,1,1,1.827e-05,1.0,meat from 1 crab leg and reserve the shell
shells from 34 lb of shrimp,1,1,1.827e-05,1.0,shells from 34 lb of shrimp
size shrimp cleaned and reserve the shells,1,1,1.827e-05,1.0,size shrimp cleaned and reserve the shells
carrot cut into chunks,1,1,1.827e-05,1.0,carrot cut into chunks
soy free earth balance buttery spread,1,1,1.827e-05,1.0,soy free earth balance buttery spread
organic red potatoes,1,1,1.827e-05,1.0,organic red potatoes
unsweet almond milk,1,1,1.827e-05,1.0,unsweet almond milk
other herbs and seasoning,1,1,1.827e-05,1.0,other herbs and seasoning
inch lollipop sticks,1,1,1.827e-05,1.0,inch lollipop sticks
or low sodium chicken broth or milk,1,1,1.827e-05,1.0,or low sodium chicken broth or milk
to large eggplant,1,1,1.827e-05,1.0,to large eggplant
cheesy breadcrumb topping,1,1,1.827e-05,1.0,cheesy breadcrumb topping
tasso,1,1,1.827e-05,1.0,tasso
pint shucked oysters in their liquor,1,1,1.827e-05,1.0,pint shucked oysters in their liquor
box honey almond flax multi grain cluster cereal,1,1,1.827e-05,1.0,box honey almond flax multi grain cluster cereal
duck sausages,1,1,1.827e-05,1.0,duck sausages
lamb sausages,1,1,1.827e-05,1.0,lamb sausages
jar pace chipotle chunky salsa,1,1,1.827e-05,1.0,jar pace chipotle chunky salsa
raw bacon,1,1,1.827e-05,1.0,raw bacon
knorr reduc sodium chicken flavor bouillon,1,1,1.827e-05,1.0,knorr reduc sodium chicken flavor bouillon
vidalia spring onions,1,1,1.827e-05,1.0,vidalia spring onions
pea tendrils or baby spinach,1,1,1.827e-05,1.0,pea tendrils or baby spinach
preserved lemon vinaigrette,1,1,1.827e-05,1.0,preserved lemon vinaigrette
chili without beans,1,1,1.827e-05,1.0,chili without beans
jar red enchilada sauce,1,1,1.827e-05,1.0,jar red enchilada sauce
leek stalk,1,1,1.827e-05,1.0,leek stalk
cranberry raspberry juice,1,1,1.827e-05,1.0,cranberry raspberry juice
raspberries and their liquid,1,1,1.827e-05,1.0,raspberries and their liquid
red heirloom tomato,1,1,1.827e-05,1.0,red heirloom tomato
yellow heirloom tomato,1,1,1.827e-05,1.0,yellow heirloom tomato
hand full cilantro leaves,1,1,1.827e-05,1.0,hand full cilantro leaves
ripe tomatoes cut into wedges,1,1,1.827e-05,1.0,ripe tomatoes cut into wedges
inch whole wheat bread cubes,1,1,1.827e-05,1.0,inch whole wheat bread cubes
black chicken,1,1,1.827e-05,1.0,black chicken
el weier balsam essig,1,1,1.827e-05,1.0,el weier balsam essig
garnishes thinly celery,1,1,1.827e-05,1.0,garnishes thinly celery
bottle buffalo style hot sauce,1,1,1.827e-05,1.0,bottle buffalo style hot sauce
toasted coconut flakes,1,1,1.827e-05,1.0,toasted coconut flakes
unsweetened pineapple,1,1,1.827e-05,1.0,unsweetened pineapple
cognac or dark rum,1,1,1.827e-05,1.0,cognac or dark rum
red or new potatoes,1,1,1.827e-05,1.0,red or new potatoes
c olives,1,1,1.827e-05,1.0,c olives
bruce and eric bromberg s chicken stock,1,1,1.827e-05,1.0,bruce and eric bromberg s chicken stock
chicken bones and wings,1,1,1.827e-05,1.0,chicken bones and wings
leeks and carrots,1,1,1.827e-05,1.0,leeks and carrots
whole sweet onion,1,1,1.827e-05,1.0,whole sweet onion
flat cut beef brisket fat,1,1,1.827e-05,1.0,flat cut beef brisket fat
tomatoes fire roasted,1,1,1.827e-05,1.0,tomatoes fire roasted
red beans and,1,1,1.827e-05,1.0,red beans and
beluga or sevruga caviar,1,1,1.827e-05,1.0,beluga or sevruga caviar
red chilli pepper,1,1,1.827e-05,1.0,red chilli pepper
es ground cinnamon,1,1,1.827e-05,1.0,es ground cinnamon
