left,right,support_left,support_right,cooccurrence,p_right_given_left,p_left_given_right,jaccard,lift
cabbage,flat leaf parsley,592,1635,2,0.00337838,0.00122324,0.00089888,0.12511365
cabbage,ground nutmeg,592,631,2,0.00337838,0.00316957,0.001638,0.32418512
cabbage,lemon zest,592,808,2,0.00337838,0.00247525,0.00143062,0.25316932
cabbage,plum tomatoes,592,701,2,0.00337838,0.00285307,0.00154919,0.29181285
cabbage,spanish onion,592,603,2,0.00337838,0.00331675,0.00167645,0.33923849
canola oil,spring onions,1935,752,2,0.00103359,0.00265957,0.00074488,0.08322338
capers,cinnamon,612,1634,2,0.00326797,0.00122399,0.00089127,0.12109903
capers,coriander,612,1151,2,0.00326797,0.00173762,0.00113572,0.17191644
capers,fennel seeds,612,571,2,0.00326797,0.00350263,0.00169348,0.34654259
capers,flour tortillas,612,1044,2,0.00326797,0.00191571,0.00120919,0.18953622
capers,garam masala,612,2179,2,0.00326797,0.00091785,0.0007171,0.09081038
capers,green chilies,612,1520,2,0.00326797,0.00131579,0.00093897,0.13018146
capers,ketchup,612,858,2,0.00326797,0.002331,0.0013624,0.2306245
capers,lettuce,612,611,2,0.00326797,0.00327332,0.001638,0.32385567
capers,orange,612,476,2,0.00326797,0.00420168,0.00184162,0.4157055
capers,rice,612,1164,2,0.00326797,0.00171821,0.0011274,0.16999641
capers,sauce,612,558,2,0.00326797,0.00358423,0.00171233,0.35461616
capers,soy sauce,612,5367,2,0.00326797,0.00037265,0.00033462,0.03686898
capers,vegetable broth,612,631,2,0.00326797,0.00316957,0.0016116,0.31359084
capers,walnuts,612,495,2,0.00326797,0.0040404,0.00180995,0.39974913
capers,white sugar,612,894,2,0.00326797,0.00223714,0.00132979,0.2213376
capers,whole milk,612,1012,2,0.00326797,0.00197628,0.00123305,0.19552946
cauliflower,chinese five spice powder,629,663,2,0.00317965,0.00301659,0.00155039,0.29038887
cauliflower,corn kernels,629,535,2,0.00317965,0.00373832,0.00172117,0.35986509
cauliflower,dark soy sauce,629,622,2,0.00317965,0.00321543,0.00160128,0.30953026
cauliflower,dill,629,879,2,0.00317965,0.00227531,0.00132802,0.21903051
cauliflower,granulated sugar,629,1732,2,0.00317965,0.00115473,0.00084782,0.11115925
cauliflower,ground nutmeg,629,631,2,0.00317965,0.00316957,0.00158983,0.30511541
cauliflower,hoisin sauce,629,705,2,0.00317965,0.00283688,0.0015015,0.27308911
cauliflower,light brown sugar,629,751,2,0.00317965,0.00266312,0.00145138,0.25636195
cauliflower,low sodium chicken broth,629,654,2,0.00317965,0.0030581,0.00156128,0.29438505
cauliflower,orange juice,629,796,2,0.00317965,0.00251256,0.00140548,0.24186912
cauliflower,pork,629,1109,2,0.00317965,0.00180343,0.00115207,0.17360489
cauliflower,walnuts,629,495,2,0.00317965,0.0040404,0.00178253,0.38894509
cauliflower,white sugar,629,894,2,0.00317965,0.00223714,0.00131492,0.21535551
cayenne,cherry tomatoes,598,1076,2,0.00334448,0.00185874,0.00119617,0.1882048
cayenne,cold water,598,513,2,0.00334448,0.00389864,0.00180343,0.39475314
cayenne,maple syrup,598,776,2,0.00334448,0.00257732,0.00145773,0.26096438
cayenne,orange,598,476,2,0.00334448,0.00420168,0.00186567,0.42543773
cayenne,shaoxing wine,598,632,2,0.00334448,0.00316456,0.00162866,0.32042462
cayenne,thyme leaves,598,527,2,0.00334448,0.00379507,0.00178094,0.38426634
cayenne,toasted sesame oil,598,610,2,0.00334448,0.00327869,0.00165837,0.33198092
cayenne pepper,strawberry,1890,603,2,0.0010582,0.00331675,0.00080289,0.10625883
celery,ghee,1507,559,2,0.00132714,0.00357782,0.00096899,0.14375372
celery,mango,1507,531,2,0.00132714,0.00376648,0.00098232,0.15133395
celery,maple syrup,1507,776,2,0.00132714,0.00257732,0.00087681,0.10355455
cheese,curry leaves,15753,609,2,0.00012696,0.00328407,0.00012225,0.01262303
cheese,toasted sesame oil,15753,610,2,0.00012696,0.00327869,0.00012224,0.01260234
cherry tomatoes,coriander powder,1076,666,2,0.00185874,0.003003,0.00114943,0.16898869
cherry tomatoes,ground nutmeg,1076,631,2,0.00185874,0.00316957,0.00117302,0.17836207
cherry tomatoes,maple syrup,1076,776,2,0.00185874,0.00257732,0.00108108,0.14503411
cherry tomatoes,oyster sauce,1076,891,2,0.00185874,0.00224467,0.00101781,0.12631478
cherry tomatoes,roma tomatoes,1076,594,2,0.00185874,0.003367,0.00119904,0.18947217
cherry tomatoes,warm water,1076,681,2,0.00185874,0.00293686,0.0011396,0.16526647
chicken,vanilla extract,7796,2397,2,0.00025654,0.00083438,0.00019625,0.00648044
chicken broth,mango,1942,531,2,0.00102987,0.00376648,0.00080939,0.11743577
chicken broth,maple syrup,1942,776,2,0.00102987,0.00257732,0.00073638,0.08035875
chicken broth,mint leaves,1942,550,2,0.00102987,0.00363636,0.00080321,0.1133789
chicken broth,vegetable broth,1942,631,2,0.00102987,0.00316957,0.00077791,0.09882471
chicken broth,warm water,1942,681,2,0.00102987,0.00293686,0.00076307,0.09156886
chicken broth,yoghurt,1942,506,2,0.00102987,0.00395257,0.00081766,0.12323793
chicken stock,french bread,1705,600,2,0.00117302,0.00333333,0.00086843,0.11837732
chicken stock,lettuce,1705,611,2,0.00117302,0.00327332,0.0008643,0.11624614
chicken stock,mango,1705,531,2,0.00117302,0.00376648,0.00089526,0.13375969
chicken stock,maple syrup,1705,776,2,0.00117302,0.00257732,0.00080678,0.09152886
chicken stock,vegetable broth,1705,631,2,0.00117302,0.00316957,0.0008569,0.11256164
chickpeas,chives,773,1042,2,0.00258732,0.00191939,0.00110314,0.15034775
chickpeas,cooking oil,773,516,2,0.00258732,0.00387597,0.001554,0.30360921
chickpeas,egg whites,773,1346,2,0.00258732,0.00148588,0.00094473,0.11639105
chickpeas,ground nutmeg,773,631,2,0.00258732,0.00316957,0.00142653,0.24827631
chickpeas,mirin,773,1013,2,0.00258732,0.00197433,0.00112108,0.15465188
chickpeas,pork,773,1109,2,0.00258732,0.00180343,0.00106383,0.14126452
chinese five spice powder,cooking spray,663,2025,2,0.00301659,0.00098765,0.0007446,0.0901998
chinese five spice powder,corn,663,896,2,0.00301659,0.00223214,0.00128452,0.20385558
chinese five spice powder,cumin seed,663,1361,2,0.00301659,0.00146951,0.00098912,0.13420617
chinese five spice powder,eggplant,663,551,2,0.00301659,0.00362976,0.00165017,0.33149655
chinese five spice powder,flour tortillas,663,1044,2,0.00301659,0.00191571,0.00117302,0.17495651
chinese five spice powder,garlic paste,663,543,2,0.00301659,0.00368324,0.00166113,0.33638048
chinese five spice powder,green chilies,663,1520,2,0.00301659,0.00131579,0.00091701,0.1201675
chinese five spice powder,heavy cream,663,1729,2,0.00301659,0.00115674,0.00083682,0.10564176
chinese five spice powder,mango,663,531,2,0.00301659,0.00376648,0.00167785,0.3439823
chinese five spice powder,mint leaves,663,550,2,0.00301659,0.00363636,0.00165153,0.33209927
chinese five spice powder,oregano,663,4074,2,0.00301659,0.00049092,0.00042239,0.04483422
chinese five spice powder,peanut butter,663,499,2,0.00301659,0.00400802,0.00172414,0.36604128
chinese five spice powder,plain yogurt,663,560,2,0.00301659,0.00357143,0.001638,0.32616893
chinese five spice powder,romaine lettuce,663,589,2,0.00301659,0.00339559,0.0016,0.31010968
chinese five spice powder,tomato sauce,663,1168,2,0.00301659,0.00171233,0.00109349,0.15638236
chinese five spice powder,vanilla,663,1041,2,0.00301659,0.00192123,0.00117509,0.17546071
chinese five spice powder,vanilla extract,663,2397,2,0.00301659,0.00083438,0.00065402,0.07620134
chinese five spice powder,white sugar,663,894,2,0.00301659,0.00223714,0.00128617,0.20431163
chinese five spice powder,white wine vinegar,663,665,2,0.00301659,0.00300752,0.0015083,0.27466857
chives,fennel seeds,1042,571,2,0.00191939,0.00350263,0.00124146,0.20353557
chives,vanilla extract,1042,2397,2,0.00191939,0.00083438,0.0005819,0.04848511
cider vinegar,coconut milk,537,1735,2,0.00372439,0.00115274,0.00088106,0.12997816
cider vinegar,coriander,537,1151,2,0.00372439,0.00173762,0.00118624,0.19592711
cider vinegar,curry leaves,537,609,2,0.00372439,0.00328407,0.00174825,0.37029902
cider vinegar,dark soy sauce,537,622,2,0.00372439,0.00321543,0.00172861,0.36255965
cider vinegar,egg yolks,537,1025,2,0.00372439,0.00195122,0.00128205,0.22001181
cider vinegar,italian seasoning,537,1134,2,0.00372439,0.00176367,0.00119832,0.19886429
cider vinegar,lemon zest,537,808,2,0.00372439,0.00247525,0.0014892,0.27909914
cider vinegar,lettuce,537,611,2,0.00372439,0.00327332,0.0017452,0.36908691
cider vinegar,light soy sauce,537,784,2,0.00372439,0.00255102,0.0015163,0.28764299
cider vinegar,mint leaves,537,550,2,0.00372439,0.00363636,0.00184332,0.41002201
cider vinegar,nutmeg,537,649,2,0.00372439,0.00308166,0.00168919,0.34747628
cider vinegar,oyster sauce,537,891,2,0.00372439,0.00224467,0.00140252,0.2531
cider vinegar,potato,537,1260,2,0.00372439,0.0015873,0.00111421,0.17897786
cider vinegar,rice,537,1164,2,0.00372439,0.00171821,0.00117716,0.19373892
cider vinegar,roma tomatoes,537,594,2,0.00372439,0.003367,0.00177148,0.37965001
cider vinegar,warm water,537,681,2,0.00372439,0.00293686,0.00164474,0.33114846
cilantro,pecans,9781,534,2,0.00020448,0.00374532,0.00019393,0.02318567
cilantro,vanilla,9781,1041,2,0.00020448,0.00192123,0.00018484,0.01189351
cilantro,vanilla extract,9781,2397,2,0.00020448,0.00083438,0.00016426,0.00516527
cinnamon,dijon mustard,1634,1746,2,0.00122399,0.00114548,0.00059207,0.04244708
cinnamon,mirin,1634,1013,2,0.00122399,0.00197433,0.00075614,0.07316151
cinnamon,romaine lettuce,1634,589,2,0.00122399,0.00339559,0.0009005,0.12582786
cinnamon,sake,1634,668,2,0.00122399,0.00299401,0.00086957,0.11094702
cinnamon sticks,corn,580,896,2,0.00344828,0.00223214,0.00135685,0.23302802
cinnamon sticks,dill,580,879,2,0.00344828,0.00227531,0.00137268,0.23753482
cinnamon sticks,flat leaf parsley,580,1635,2,0.00344828,0.00122324,0.00090375,0.1277022
cinnamon sticks,french bread,580,600,2,0.00344828,0.00333333,0.00169779,0.34798851
cinnamon sticks,mayonnaise,580,1751,2,0.00344828,0.0011422,0.00085874,0.11924221
cinnamon sticks,mushroom,580,1247,2,0.00344828,0.00160385,0.00109589,0.16743633
cinnamon sticks,oyster sauce,580,891,2,0.00344828,0.00224467,0.00136147,0.23433569
cinnamon sticks,panko breadcrumbs,580,2274,2,0.00344828,0.00087951,0.00070126,0.09181755
cinnamon sticks,pecans,580,534,2,0.00344828,0.00374532,0.00179856,0.39099832
cinnamon sticks,pork,580,1109,2,0.00344828,0.00180343,0.00118554,0.18827151
cinnamon sticks,quinoa,580,610,2,0.00344828,0.00327869,0.0016835,0.34228378
cinnamon sticks,sour cream,580,2201,2,0.00344828,0.00090868,0.00071968,0.09486284
cinnamon sticks,zucchini,580,1537,2,0.00344828,0.00130124,0.00094563,0.13584457
coarse salt,cooking oil,1126,516,2,0.0017762,0.00387597,0.00121951,0.208428
coarse salt,curry leaves,1126,609,2,0.0017762,0.00328407,0.00115407,0.17659909
coarse salt,green pepper,1126,546,2,0.0017762,0.003663,0.0011976,0.19697591
coarse salt,ground red pepper,1126,539,2,0.0017762,0.00371058,0.00120265,0.19953404
coarse salt,hoisin sauce,1126,705,2,0.0017762,0.00283688,0.00109349,0.15255155
coarse salt,italian seasoning,1126,1134,2,0.0017762,0.00176367,0.00088574,0.09484025
coarse salt,light soy sauce,1126,784,2,0.0017762,0.00255102,0.00104822,0.13717965
coarse salt,peanut butter,1126,499,2,0.0017762,0.00400802,0.00123229,0.21552875
coarse salt,rice,1126,1164,2,0.0017762,0.00171821,0.00087413,0.09239592
coarse salt,sweet onion,1126,594,2,0.0017762,0.003367,0.00116414,0.18105866
coarse salt,yoghurt,1126,506,2,0.0017762,0.00395257,0.00122699,0.21254713
coconut milk,dill,1735,879,2,0.00115274,0.00227531,0.0007657,0.07940645
coconut milk,flat leaf parsley,1735,1635,2,0.00115274,0.00122324,0.00059382,0.04269007
coconut milk,ketchup,1735,858,2,0.00115274,0.002331,0.0007719,0.08134997
coconut milk,lettuce,1735,611,2,0.00115274,0.00327332,0.00085324,0.11423612
coconut milk,mirin,1735,1013,2,0.00115274,0.00197433,0.00072833,0.06890254
coconut milk,romaine lettuce,1735,589,2,0.00115274,0.00339559,0.00086133,0.11850301
coconut milk,salsa,1735,1352,2,0.00115274,0.00147929,0.0006483,0.05162594
coconut milk,shaoxing wine,1735,632,2,0.00115274,0.00316456,0.00084567,0.1104403
coconut milk,thyme leaves,1735,527,2,0.00115274,0.00379507,0.00088496,0.13244454
coconut oil,cooking spray,870,2025,2,0.00229885,0.00098765,0.00069132,0.06873847
coconut oil,dark soy sauce,870,622,2,0.00229885,0.00321543,0.00134228,0.22378682
coconut oil,dill,870,879,2,0.00229885,0.00227531,0.00114482,0.15835654
coconut oil,flour tortillas,870,1044,2,0.00229885,0.00191571,0.00104603,0.13332893
coconut oil,green pepper,870,546,2,0.00229885,0.003663,0.00141443,0.25493663
coconut oil,ketchup,870,858,2,0.00229885,0.002331,0.00115875,0.1622324
coconut oil,mirin,870,1013,2,0.00229885,0.00197433,0.00106326,0.13740908
coconut oil,sake,870,668,2,0.00229885,0.00299401,0.00130208,0.20837635
coconut oil,salt and pepper,870,1470,2,0.00229885,0.00136054,0.00085543,0.09469075
cold water,curry leaves,513,609,2,0.00389864,0.00328407,0.00178571,0.38762295
cold water,garlic paste,513,543,2,0.00389864,0.00368324,0.00189753,0.43473734
cold water,green pepper,513,546,2,0.00389864,0.003663,0.00189215,0.43234868
cold water,nutmeg,513,649,2,0.00389864,0.00308166,0.00172414,0.36373248
cold water,romaine lettuce,513,589,2,0.00389864,0.00339559,0.00181818,0.40078502
cold water,sweet onion,513,594,2,0.00389864,0.003367,0.00180995,0.39741141
cooking oil,egg yolks,516,1025,2,0.00387597,0.00195122,0.00129955,0.22896578
cooking oil,lemon zest,516,808,2,0.00387597,0.00247525,0.00151286,0.29045782
cooking oil,mint leaves,516,550,2,0.00387597,0.00363636,0.0018797,0.42670895
cooking oil,orange,516,476,2,0.00387597,0.00420168,0.0020202,0.49304606
cooking oil,plum tomatoes,516,701,2,0.00387597,0.00285307,0.00164609,0.33479304
cooking oil,quinoa,516,610,2,0.00387597,0.00327869,0.00177936,0.38473758
cooking oil,spinach,516,1122,2,0.00387597,0.00178253,0.00122249,0.20917105
cooking oil,sweet potatoes,516,659,2,0.00387597,0.0030349,0.00170503,0.35613038
cooking oil,vegetable broth,516,631,2,0.00387597,0.00316957,0.00174672,0.37193332
cooking oil,walnuts,516,495,2,0.00387597,0.0040404,0.00198216,0.47412106
cooking oil,white wine,516,609,2,0.00387597,0.00328407,0.00178094,0.38536933
cooking oil,whole milk,516,1012,2,0.00387597,0.00197628,0.00131062,0.23190704
cooking spray,cumin seed,2025,1361,2,0.00098765,0.00146951,0.00059102,0.04394009
cooking spray,light soy sauce,2025,784,2,0.00098765,0.00255102,0.0007125,0.07627866
cooking spray,oyster sauce,2025,891,2,0.00098765,0.00224467,0.00068634,0.06711837
cooking spray,plain yogurt,2025,560,2,0.00098765,0.00357143,0.00077429,0.10679012
cooking spray,yoghurt,2025,506,2,0.00098765,0.00395257,0.00079083,0.1181867
coriander,dijon mustard,1151,1746,2,0.00173762,0.00114548,0.00069085,0.06025937
coriander,dry white wine,1151,1165,2,0.00173762,0.00171674,0.0008643,0.09031147
coriander,ground red pepper,1151,539,2,0.00173762,0.00371058,0.00118483,0.19520011
coriander,italian seasoning,1151,1134,2,0.00173762,0.00176367,0.00087604,0.0927803
coriander,light brown sugar,1151,751,2,0.00173762,0.00266312,0.00105263,0.14009702
coriander,low sodium chicken broth,1151,654,2,0.00173762,0.0030581,0.00110926,0.16087593
coriander,low sodium soy sauce,1151,730,2,0.00173762,0.00273973,0.0010644,0.1441272
coriander,mirin,1151,1013,2,0.00173762,0.00197433,0.00092507,0.10386264
coriander,thyme leaves,1151,527,2,0.00173762,0.00379507,0.00119332,0.19964489
coriander,white wine,1151,609,2,0.00173762,0.00328407,0.00113766,0.17276331
coriander powder,corn kernels,666,535,2,0.003003,0.00373832,0.00166806,0.33987258
coriander powder,corn tortillas,666,1253,2,0.003003,0.00159617,0.0010433,0.14511718
coriander powder,green beans,666,781,2,0.003003,0.00256082,0.00138408,0.23281925
coriander powder,orange,666,476,2,0.003003,0.00420168,0.00175439,0.38199965
coriander powder,pasta,666,2765,2,0.003003,0.00072333,0.00058326,0.06576196
coriander powder,pork,666,1109,2,0.003003,0.00180343,0.00112803,0.16396017
coriander powder,salsa,666,1352,2,0.003003,0.00147929,0.00099206,0.134491
coriander powder,sauce,666,558,2,0.003003,0.00358423,0.00163666,0.3258635
coriander powder,thyme,666,2373,2,0.003003,0.00084282,0.00065854,0.0766253
coriander powder,worcestershire sauce,666,1109,2,0.003003,0.00180343,0.00112803,0.16396017
coriander seeds,corn,625,896,2,0.0032,0.00223214,0.00131666,0.21625
coriander seeds,dark soy sauce,625,622,2,0.0032,0.00321543,0.00160643,0.31151125
coriander seeds,dry white wine,625,1165,2,0.0032,0.00171674,0.00111857,0.1663176
coriander seeds,egg whites,625,1346,2,0.0032,0.00148588,0.00101574,0.14395245
coriander seeds,hoisin sauce,625,705,2,0.0032,0.00283688,0.00150602,0.27483688
coriander seeds,lettuce,625,611,2,0.0032,0.00327332,0.00162075,0.31711948
coriander seeds,mirin,625,1013,2,0.0032,0.00197433,0.00122249,0.19127345
coriander seeds,oyster sauce,625,891,2,0.0032,0.00224467,0.001321,0.21746352
coriander seeds,pasta,625,2765,2,0.0032,0.00072333,0.00059032,0.07007595
coriander seeds,sake,625,668,2,0.0032,0.00299401,0.00154919,0.29005988
coriander seeds,tomato sauce,625,1168,2,0.0032,0.00171233,0.00111669,0.16589041
coriander seeds,white sugar,625,894,2,0.0032,0.00223714,0.00131839,0.21673378
coriander seeds,white wine,625,609,2,0.0032,0.00328407,0.00162338,0.31816092
corn,dill,896,879,2,0.00223214,0.00227531,0.00112803,0.15376138
corn,egg whites,896,1346,2,0.00223214,0.00148588,0.00089286,0.10041326
corn,fennel seeds,896,571,2,0.00223214,0.00350263,0.00136519,0.23670096
corn,ginger root,896,608,2,0.00223214,0.00328947,0.00133156,0.22229646
corn,ground red pepper,896,539,2,0.00223214,0.00371058,0.00139567,0.25075371
corn,hoisin sauce,896,705,2,0.00223214,0.00283688,0.00125078,0.19171099
corn,low sodium soy sauce,896,730,2,0.00223214,0.00273973,0.00123153,0.18514555
corn,mango,896,531,2,0.00223214,0.00376648,0.00140351,0.25453154
corn,mustard seeds,896,583,2,0.00223214,0.00343053,0.0013541,0.2318289
corn,peanut oil,896,930,2,0.00223214,0.00215054,0.00109649,0.1453293
corn,toasted sesame oil,896,610,2,0.00223214,0.00327869,0.00132979,0.22156762
corn kernels,fish sauce,535,2182,2,0.00373832,0.00091659,0.00073665,0.10373746
corn kernels,ground cinnamon,535,1606,2,0.00373832,0.00124533,0.00093502,0.14094342
corn kernels,ketchup,535,858,2,0.00373832,0.002331,0.00143781,0.26381718
corn kernels,lemongrass,535,645,2,0.00373832,0.00310078,0.00169779,0.3509382
corn kernels,maple syrup,535,776,2,0.00373832,0.00257732,0.00152788,0.29169477
corn kernels,mint leaves,535,550,2,0.00373832,0.00363636,0.00184672,0.4115548
corn kernels,mushroom,535,1247,2,0.00373832,0.00160385,0.0011236,0.18151976
corn kernels,mustard seeds,535,583,2,0.00373832,0.00343053,0.00179211,0.38825925
corn kernels,plain yogurt,535,560,2,0.00373832,0.00357143,0.00182983,0.40420561
corn kernels,rosemary,535,1055,2,0.00373832,0.00189573,0.00125945,0.21455464
corn kernels,sesame seeds,535,997,2,0.00373832,0.00200602,0.00130719,0.22703625
corn kernels,shaoxing wine,535,632,2,0.00373832,0.00316456,0.00171674,0.35815687
corn kernels,toasted sesame oil,535,610,2,0.00373832,0.00327869,0.00174978,0.371074
corn kernels,vanilla extract,535,2397,2,0.00373832,0.00083438,0.00068259,0.09443268
corn kernels,warm water,535,681,2,0.00373832,0.00293686,0.00164745,0.3323864
corn kernels,white sugar,535,894,2,0.00373832,0.00223714,0.00140154,0.25319367
corn kernels,white wine vinegar,535,665,2,0.00373832,0.00300752,0.00166945,0.34038367
corn starch,fennel seeds,2573,571,2,0.0007773,0.00350263,0.00063654,0.08242676
corn starch,flat leaf parsley,2573,1635,2,0.0007773,0.00122324,0.00047551,0.02878635
corn starch,mustard seeds,2573,583,2,0.0007773,0.00343053,0.00063412,0.08073016
corn tortillas,dry white wine,1253,1165,2,0.00159617,0.00171674,0.00082781,0.0829597
corn tortillas,light brown sugar,1253,751,2,0.00159617,0.00266312,0.000999,0.12869247
corn tortillas,mirin,1253,1013,2,0.00159617,0.00197433,0.00088339,0.09540774
corn tortillas,peanut butter,1253,499,2,0.00159617,0.00400802,0.00114286,0.19368346
corn tortillas,toasted sesame oil,1253,610,2,0.00159617,0.00327869,0.00107469,0.15843942
corn tortillas,turmeric,1253,1222,2,0.00159617,0.00163666,0.00080873,0.07909005
corn tortillas,warm water,1253,681,2,0.00159617,0.00293686,0.0010352,0.14192077
corn tortillas,white sugar,1253,894,2,0.00159617,0.00223714,0.0009324,0.10810743
corn tortillas,yoghurt,1253,506,2,0.00159617,0.00395257,0.0011383,0.19100404
cucumber,curry leaves,1907,609,2,0.00104877,0.00328407,0.00079554,0.10427403
cucumber,thyme leaves,1907,527,2,0.00104877,0.00379507,0.00082237,0.12049883
cumin,dark soy sauce,1942,622,2,0.00102987,0.00321543,0.00078064,0.10025465
cumin,french bread,1942,600,2,0.00102987,0.00333333,0.0007874,0.10393066
cumin,mirin,1942,1013,2,0.00102987,0.00197433,0.00067728,0.06155814
cumin,oyster sauce,1942,891,2,0.00102987,0.00224467,0.00070646,0.06998697
cumin,sake,1942,668,2,0.00102987,0.00299401,0.00076687,0.09335089
cumin,white sugar,1942,894,2,0.00102987,0.00223714,0.00070572,0.06975212
cumin seed,dry white wine,1361,1165,2,0.00146951,0.00171674,0.00079239,0.07637656
cumin seed,rosemary,1361,1055,2,0.00146951,0.00189573,0.0008285,0.08433999
cumin seed,shaoxing wine,1361,632,2,0.00146951,0.00316456,0.00100452,0.14078907
cumin seed,thyme leaves,1361,527,2,0.00146951,0.00379507,0.00106045,0.16884002
curry leaves,garlic powder,609,2686,2,0.00328407,0.0007446,0.00060735,0.07403223
curry leaves,ground red pepper,609,539,2,0.00328407,0.00371058,0.0017452,0.368925
curry leaves,mushroom,609,1247,2,0.00328407,0.00160385,0.00107875,0.15946317
curry leaves,orange,609,476,2,0.00328407,0.00420168,0.00184672,0.41775331
curry leaves,pasta,609,2765,2,0.00328407,0.00072333,0.00059312,0.07191703
curry leaves,plain greek yogurt,609,1166,2,0.00328407,0.00171527,0.00112803,0.1705408
curry leaves,sauce,609,558,2,0.00328407,0.00358423,0.00171674,0.35636304
curry leaves,shaoxing wine,609,632,2,0.00328407,0.00316456,0.00161421,0.31463699
curry leaves,smoked paprika,609,961,2,0.00328407,0.00208117,0.00127551,0.20692047
curry powder,rosemary,1003,1055,2,0.00199402,0.00189573,0.00097276,0.1144434
curry powder,shaoxing wine,1003,632,2,0.00199402,0.00316456,0.00122474,0.1910408
dark soy sauce,ground turmeric,622,1864,2,0.00321543,0.00107296,0.00080515,0.10444986
dark soy sauce,lettuce,622,611,2,0.00321543,0.00327332,0.0016247,0.31864899
dark soy sauce,peanut butter,622,499,2,0.00321543,0.00400802,0.00178731,0.39016941
dark soy sauce,plum tomatoes,622,701,2,0.00321543,0.00285307,0.001514,0.27773828
dark soy sauce,tomato sauce,622,1168,2,0.00321543,0.00171233,0.00111857,0.16669053
dark soy sauce,vegetable broth,622,631,2,0.00321543,0.00316957,0.00159872,0.30854918
dark soy sauce,white wine,622,609,2,0.00321543,0.00328407,0.00162734,0.31969546
dijon mustard,fish sauce,1746,2182,2,0.00114548,0.00091659,0.00050942,0.03178668
dijon mustard,flour tortillas,1746,1044,2,0.00114548,0.00191571,0.00071736,0.06643538
dijon mustard,green chilies,1746,1520,2,0.00114548,0.00131579,0.00061275,0.04563061
dijon mustard,lime wedges,1746,882,2,0.00114548,0.00226757,0.00076161,0.07863779
dijon mustard,peanuts,1746,1024,2,0.00114548,0.00195312,0.00072254,0.06773294
dijon mustard,red chili peppers,1746,1212,2,0.00114548,0.00165017,0.00067659,0.05722651
dijon mustard,rice,1746,1164,2,0.00114548,0.00171821,0.00068776,0.05958637
dill,fennel seeds,879,571,2,0.00227531,0.00350263,0.00138122,0.2412788
dill,french bread,879,600,2,0.00227531,0.00333333,0.0013541,0.22961699
dill,ghee,879,559,2,0.00227531,0.00357782,0.00139276,0.24645831
dill,green chilies,879,1520,2,0.00227531,0.00131579,0.00083438,0.09063829
dill,maple syrup,879,776,2,0.00227531,0.00257732,0.00120992,0.17753891
dill,orange juice,879,796,2,0.00227531,0.00251256,0.00119546,0.17307813
dill,sauce,879,558,2,0.00227531,0.00358423,0.00139373,0.24689999
dill,shaoxing wine,879,632,2,0.00227531,0.00316456,0.00132538,0.21799081
dill,soy sauce,879,5367,2,0.00227531,0.00037265,0.00032031,0.02566987
dill,spanish onion,879,603,2,0.00227531,0.00331675,0.00135135,0.22847462
dill,tomato sauce,879,1168,2,0.00227531,0.00171233,0.000978,0.11795393
dry white wine,flour tortillas,1165,1044,2,0.00171674,0.00191571,0.00090621,0.09956753
dry white wine,ghee,1165,559,2,0.00171674,0.00357782,0.00116144,0.18595438
dry white wine,green chilies,1165,1520,2,0.00171674,0.00131579,0.00074543,0.06838717
dry white wine,hoisin sauce,1165,705,2,0.00171674,0.00283688,0.00107066,0.14744468
dry white wine,lime wedges,1165,882,2,0.00171674,0.00226757,0.000978,0.11785544
dry white wine,low sodium soy sauce,1165,730,2,0.00171674,0.00273973,0.00105652,0.1423952
dry white wine,maple syrup,1165,776,2,0.00171674,0.00257732,0.00103146,0.13395425
dry white wine,oyster sauce,1165,891,2,0.00171674,0.00224467,0.00097371,0.11666498
dry white wine,peanut oil,1165,930,2,0.00171674,0.00215054,0.00095557,0.11177258
dry white wine,sriracha,1165,929,2,0.00171674,0.00215285,0.00095602,0.11189289
dry white wine,vanilla extract,1165,2397,2,0.00171674,0.00083438,0.0005618,0.04336608
egg whites,fennel seeds,1346,571,2,0.00148588,0.00350263,0.00104439,0.15756617
egg whites,garlic paste,1346,543,2,0.00148588,0.00368324,0.00105988,0.16569113
egg whites,green beans,1346,781,2,0.00148588,0.00256082,0.00094118,0.11519882
egg whites,mango,1346,531,2,0.00148588,0.00376648,0.00106667,0.16943556
egg whites,mint leaves,1346,550,2,0.00148588,0.00363636,0.00105597,0.16358233
egg whites,roma tomatoes,1346,594,2,0.00148588,0.003367,0.00103199,0.15146512
egg whites,vegetable broth,1346,631,2,0.00148588,0.00316957,0.00101266,0.14258365
egg yolks,flour tortillas,1025,1044,2,0.00195122,0.00191571,0.00096759,0.11316699
egg yolks,ghee,1025,559,2,0.00195122,0.00357782,0.00126422,0.21135303
egg yolks,green bell pepper,1025,1301,2,0.00195122,0.00153728,0.00086059,0.09081195
egg yolks,italian seasoning,1025,1134,2,0.00195122,0.00176367,0.00092721,0.10418549
egg yolks,ketchup,1025,858,2,0.00195122,0.002331,0.00106326,0.1376997
egg yolks,low sodium chicken broth,1025,654,2,0.00195122,0.0030581,0.00119261,0.1806519
egg yolks,oyster sauce,1025,891,2,0.00195122,0.00224467,0.00104493,0.13259971
egg yolks,red onion,1025,1162,2,0.00195122,0.00172117,0.00091533,0.10167499
egg yolks,shaoxing wine,1025,632,2,0.00195122,0.00316456,0.00120846,0.18694041
